timestamp,acclX,acclY,acclZ,gyroX,gyroY,gyroZ
0,5.3581958,2.1763182,7.6350703,80.2442780,-126.0839691,-25.1297703
10,5.6167684,2.4444675,7.1562324,77.1603088,-121.2748108,-24.5496178
20,5.7747850,2.6767037,6.7444315,73.1832047,-115.7786255,-24.4656487
30,6.0333576,2.8658447,6.5145893,68.2366409,-110.0916061,-23.9541988
40,6.1554613,2.9496415,6.3230543,62.6870232,-103.4732819,-22.8396950
50,6.3446021,3.1387823,6.2320752,57.7251892,-96.7251892,-21.9083977
60,6.5361371,3.2417326,6.2177100,53.0763359,-90.6564865,-21.2366409
70,6.6797886,3.3614421,6.1650376,49.2595406,-85.4503784,-20.4503822
80,6.8234401,3.3614421,6.1123657,45.8549614,-79.8167953,-19.4503822
90,6.8234401,3.4548154,6.0596933,42.4045792,-74.0992355,-18.0152664
100,6.8401995,3.5793133,6.0237808,39.0610695,-68.1145020,-16.4809170
110,6.7899213,3.6415622,5.8585815,35.2748108,-61.5877876,-14.8778629
120,6.7707677,3.7947903,5.7915444,31.5572510,-54.4274826,-12.6183205
130,6.8593526,3.8043671,5.7292953,27.4045811,-46.8396950,-10.6412210
140,6.7971039,3.8139439,5.7484488,23.3587780,-39.6335869,-8.2290077
150,6.8330169,3.8594334,5.7652082,20.0916023,-33.5954208,-6.0763359
160,6.8761120,3.8857694,5.7963328,16.8854961,-28.4503822,-4.0916033
170,6.9479380,3.9528067,5.7484488,13.9236641,-23.7099228,-2.4580152
180,7.0245519,3.9168940,5.8178802,11.0839691,-19.0076332,-1.0992366
190,7.1227136,3.9025288,5.9112539,6.0916033,-11.0305347,0.9618320
200,7.0652533,3.8450682,5.8825235,4.1068702,-7.0229006,1.8320611
210,7.0580707,3.9001346,5.9735026,2.3740458,-3.8854961,2.9770992
220,7.0532823,3.8594334,5.9184365,0.8396947,-0.9465649,4.1984735
230,6.9407554,3.8330972,5.9902620,-0.7099237,1.8320611,5.4427481
240,6.8904772,3.8235207,6.0237808,-2.1374047,3.0458016,6.0610685
250,6.7923155,3.7085996,6.1410961,-3.1984732,3.5343511,7.0839696
260,6.7324610,3.6655040,6.1865854,-3.8778627,3.5496182,8.3206110
270,6.6055689,3.6248028,6.2177100,-4.6488547,3.1984732,10.6106873
280,6.5098009,3.6319854,6.1339135,-5.3740458,3.4045801,13.2900763
290,6.6103573,3.6655040,6.0046272,-7.2366414,6.3893127,16.0381680
300,6.6965480,3.7708483,6.3661499,-10.1068707,13.1679392,19.8702297
310,6.5241661,3.2967989,6.7875271,0.5419847,25.2519093,37.0687027
320,6.5935979,3.2656744,6.6486640,1.1297710,29.0763359,41.7557259
330,6.7085190,3.1387823,6.5624733,1.3358779,33.0839691,45.9083977
340,6.8497758,3.0166788,6.4810710,0.5648855,36.6259537,49.2366409
350,6.4523406,2.6647329,7.0844064,-11.8702288,-5.7099237,41.8854980
360,6.0836353,2.5474176,7.3836803,-12.7480917,-24.9160309,42.8778610
370,5.4348102,2.3822186,7.6733770,-12.0839691,-43.9312973,47.3435097
380,5.0349803,2.2361729,7.7499914,-11.6946564,-61.9312973,54.7557259
390,4.6136031,2.1260402,8.0516596,-11.2824430,-85.7251892,64.8473282
400,4.2855992,1.8339491,8.5376797,-9.9083967,-117.5038147,76.8015289
410,4.0078731,1.6711442,9.1697454,-6.3129773,-156.3206177,90.7862625
420,3.8115497,1.3287752,10.3141680,2.5648854,-205.7251892,106.1450348
430,4.0078731,0.8595140,11.6501255,19.6488552,-250.1374054,122.6793900
440,6.3541789,0.9672526,12.7753954,43.4580154,-250.1374054,137.5114441
450,10.6613255,0.0454896,14.9756546,67.4198456,-250.1374054,151.4427490
460,18.1575336,0.7445929,17.8247414,105.6106873,-250.1374054,139.7938995
470,19.6126022,0.4716553,18.4927197,160.5648804,-244.0076294,101.2061081
480,19.6126022,1.0318956,16.2254219,215.0305328,-215.7786255,42.3129768
490,19.6126022,2.3463056,11.3700056,250.1297760,-191.8854980,-36.8091621
500,19.6126022,3.3207407,5.0732875,250.1297760,-170.7022858,-111.7404556
510,19.6126022,3.9552009,0.1508339,234.9847260,-154.4809113,-176.3129730
520,19.6126022,4.0988522,-2.5665710,201.5725250,-155.2900696,-234.8854980
530,19.6126022,3.9025288,-3.1244173,172.4656525,-182.4198456,-250.1374054
540,19.3809643,3.8809812,-4.0150557,153.0000000,-224.6106873,-250.1374054
550,15.2653522,3.9432299,-6.2943239,131.7557220,-250.1374054,-250.1374054
560,11.7004042,4.9248476,-9.6366129,99.3358765,-250.1374054,-250.1374054
570,8.8225880,5.6742291,-12.6676559,46.4045792,-250.1374054,-250.1374054
580,5.8777351,5.9184365,-15.6675758,-18.6335869,-250.1374054,-250.1374054
590,4.0988522,5.8346395,-17.2333755,-92.3664093,-250.1374054,-250.1374054
600,4.3191175,5.0445571,-16.9341011,-165.3664093,-250.1374054,-250.1374054
610,5.8250628,3.7732425,-14.8439751,-230.6259613,-250.1374054,-233.0534363
620,7.6350703,2.2984219,-11.7004042,-250.1374054,-250.1374054,-222.1450348
630,7.9199786,0.6823440,-8.0492649,-250.1374054,-237.1679382,-219.3816833
640,7.1514440,-1.0630201,-4.7309184,-250.1374054,-195.4503784,-216.8549652
650,6.0070214,-2.2625091,-1.9847831,-250.1374054,-159.2061005,-214.1603088
660,4.7764082,-3.0621684,0.3567342,-250.1374054,-134.0839691,-211.1068726
670,3.6487448,-3.6990228,2.2433555,-250.1374054,-126.7786255,-209.0610657
680,3.6104376,-4.4555864,4.0270267,-250.1374054,-143.3816833,-209.4961853
690,4.5752959,-5.4108682,6.1746144,-250.1374054,-169.3435059,-212.0534363
700,6.5145893,-6.6175399,9.3277617,-250.1374054,-188.3587799,-215.6717529
710,8.9829988,-7.8768835,13.5702658,-250.1374054,-194.0610657,-220.2977142
720,11.7243462,-8.4634600,18.7800217,-250.1374054,-194.0458069,-230.3206177
730,13.8958759,-8.3820572,19.6126022,-190.5267181,-189.3893127,-245.3053436
740,14.9421368,-8.1258793,19.6126022,-104.6488571,-165.5572510,-250.1374054
750,14.2454271,-7.9295554,19.6126022,-2.0992367,-119.9923630,-250.1374054
760,12.3420467,-7.6925306,19.6126022,98.5114517,-66.2900772,-250.1374054
770,10.0388365,-7.3381906,19.6126022,180.1908417,-27.9541988,-250.1374054
780,8.3820572,-7.0915890,15.9955797,235.9389343,8.5725193,-250.1374054
790,8.2192526,-6.8904772,10.0125008,250.1297760,55.7175560,-250.1374054
800,8.7962523,-5.7316895,5.1211715,250.1297760,110.7404556,-250.1374054
810,9.3349447,-4.7548604,2.5617826,250.1297760,165.5648804,-250.1374054
820,9.2894554,-4.2185616,1.5634058,250.1297760,198.2977142,-250.1374054
830,8.1857338,-5.5808558,-2.2050486,250.1297760,199.5343475,-250.1374054
840,6.4116392,-8.0756006,-6.3661499,250.1297760,166.8702240,-250.1374054
850,-1.0869620,-10.3213511,-10.2614956,250.1297760,102.5190811,-250.1374054
860,-19.6131992,-11.0156660,-17.2644997,250.1297760,-47.6717567,-250.1374054
870,-19.6131992,-8.0205345,-19.6131992,250.1297760,-250.1374054,-250.1374054
880,-19.6131992,-5.6335278,-19.6131992,250.1297760,-250.1374054,-250.1374054
890,-19.6131992,-0.2106887,-19.6131992,250.1297760,-250.1374054,-225.1374054
900,-19.6131992,4.1970143,-19.6131992,141.7404633,-250.1374054,-84.2442780
910,-19.6131992,3.7995787,-19.6131992,-28.4198475,-125.1755753,34.8167953
920,-19.6131992,1.8219782,-19.6131992,-178.5419922,123.3816757,135.7251892
930,-19.6131992,-0.0311245,-13.5080166,-250.1374054,238.7251892,217.9541931
940,-19.6131992,-1.2449785,-6.8713236,-250.1374054,217.3053436,250.1297760
950,-19.6131992,-1.3862357,-3.6367738,-242.0000000,132.4809113,250.1297760
960,-19.6131992,-1.1204807,-2.7317703,-215.6870270,67.0763321,250.1297760
970,-15.2414103,-1.2856797,-2.4971397,-202.0229034,51.4198456,250.1297760
980,-10.5775290,-1.6735384,-2.1906834,-201.4122162,72.2213745,250.1297760
990,-6.0237808,-2.1284344,-2.7557120,-212.3969421,111.4732819,250.1297760
1000,-2.1332228,-3.2345500,-3.3279233,-238.5954132,154.3053436,250.1297760
1010,2.0350611,-4.7596488,-2.7365584,-250.1374054,180.5496216,250.1297760
1020,6.8162575,-6.1051831,-1.0678085,-250.1374054,178.2213745,250.1297760
1030,12.7921543,-6.3661499,1.9799947,-250.1374054,136.6488495,250.1297760
1040,19.6126022,-4.6734576,6.5864153,-250.1374054,54.1908379,250.1297760
1050,19.6126022,-1.5969244,13.0172081,-250.1374054,-39.5496178,250.1297760
1060,19.6126022,2.3367288,19.6126022,-238.6870270,-102.3740463,182.2137451
1070,19.6126022,5.0732875,19.6126022,-152.0076294,-90.1526718,2.7786260
1080,19.6126022,1.8914096,19.6126022,-52.4961815,-39.2213745,-155.4885559
1090,19.6126022,-1.1492109,19.6126022,44.1755714,-29.8625946,-250.1374054
1100,16.5103302,-2.5713594,18.9595871,119.7709961,-80.4045792,-250.1374054
1110,12.3540173,-2.6168492,15.5574427,175.1221313,-132.9770966,-250.1374054
1120,10.3859940,-1.6543850,11.3364868,212.8320618,-138.9770966,-250.1374054
1130,9.2511482,-0.5698171,7.5704269,230.7709961,-96.4198456,-250.1374054
1140,8.0372944,-0.0550664,4.9535780,235.5572510,-33.6412201,-250.1374054
1150,6.9311786,-0.2585725,2.6862805,238.3435059,33.3282433,-250.1374054
1160,5.0325861,-0.9457048,0.3256098,244.0839691,91.0916061,-250.1374054
1170,1.9608412,-2.1092808,-2.7126167,250.1297760,116.0457993,-250.1374054
1180,-3.1962428,-3.4835455,-5.8633699,250.1297760,89.7022934,-250.1374054
1190,-12.5431585,-4.6495161,-8.8537130,250.1297760,6.7862597,-250.1374054
1200,-19.6131992,-4.4268565,-12.2534618,250.1297760,-139.3587799,-250.1374054
1210,-19.6131992,-1.8195840,-15.8854465,250.1297760,-250.1374054,-250.1374054
