timestamp,acclX,acclY,acclZ,gyroX,gyroY,gyroZ
0,4.8817525,1.9321109,8.6956959,-12.2748089,-13.1679392,1.7786260
10,4.2329268,2.3127871,8.1665802,-15.4732828,0.6259542,9.8396950
20,4.8937230,1.5250987,8.2455883,-20.2213745,3.2748091,9.7862597
30,4.4747400,1.9608412,8.4874020,-23.2213745,10.1908398,10.9007635
40,4.1587071,1.9680238,8.6933022,-25.3206100,11.3053436,14.3129768
50,4.3143296,1.7381816,8.7028790,-27.8167934,12.9541988,16.9694653
60,4.3454537,1.7597293,8.8297710,-30.6946564,15.2137403,19.1908398
70,4.2664456,1.7190280,8.9949694,-33.2671738,16.4580154,21.8091602
80,4.4986820,1.4484847,9.1242561,-35.4809151,15.3664122,24.7480907
90,4.8841467,1.2665262,9.3086090,-37.6183205,11.6870232,26.3664131
100,6.3398137,0.9457048,9.8999729,-44.1679382,-7.4961834,25.0381680
110,7.7930865,0.8738791,10.4554253,-48.1374054,-22.0305347,19.2137413
120,8.9303265,0.9935886,11.1832590,-50.4732819,-32.0000000,8.3206110
130,9.8089943,0.9600700,12.0571384,-49.4885483,-37.2366409,-5.3129773
140,10.5152798,0.6296718,12.9956608,-43.8396950,-37.0839691,-19.4122143
150,11.2981796,0.4620786,13.6229382,-34.6106873,-34.3664131,-33.3282433
160,11.7865944,0.3423691,13.9078465,-23.7938938,-28.4351139,-47.2213745
170,12.5120344,0.3567342,13.7330704,-13.3358774,-22.6259537,-60.3969460
180,14.1257181,0.6416427,13.7354650,-4.2290077,-10.0458012,-77.2519073
190,15.3946381,0.8571198,13.5918131,3.8015268,6.4732823,-100.1068726
200,16.5989151,0.8738791,13.2805691,9.5572519,22.0610695,-128.2900696
210,16.8048153,1.0486550,13.1488886,13.1297712,34.3435097,-160.4351196
220,16.2086620,1.0630201,13.1081877,17.8702297,36.6183205,-194.9847260
230,15.0259333,1.2617378,13.4529505,25.7251911,21.7633591,-231.9923706
240,13.1848011,1.5801650,13.6516685,36.4351158,-2.6106870,-250.1374054
250,11.7506819,2.0853391,14.1879663,48.1068687,-32.7175560,-250.1374054
260,11.0563669,2.3032103,14.7027178,59.7633591,-58.1526718,-250.1374054
270,10.2351599,1.8554969,15.5646257,69.9236679,-71.3587799,-250.1374054
280,8.6166878,1.0582317,16.5677910,81.1068726,-73.0687027,-250.1374054
290,7.1083484,0.4285599,17.4440651,96.8549652,-65.1603088,-250.1374054
300,5.5593081,-0.0694315,17.9468441,118.2748108,-48.9618340,-250.1374054
310,4.1084290,-0.3088504,17.5709572,142.9694672,-24.1068707,-250.1374054
320,3.0645626,-0.5027798,16.3930149,166.4961853,-4.1450381,-250.1374054
330,2.0254843,-0.6512195,15.0714226,187.7557220,9.9312973,-250.1374054
340,1.2952565,-0.7278336,13.3356352,206.2748108,18.2519093,-250.1374054
350,1.1061156,-0.6967092,11.5567522,220.0076294,20.9389305,-250.1374054
360,1.3120158,-0.8930327,9.7706871,227.7557220,23.9465656,-250.1374054
370,0.9050036,-0.5769997,7.9654684,228.7938995,30.4809170,-250.1374054
380,0.6823440,-0.4022238,6.4140334,223.5801544,39.9771004,-250.1374054
390,0.2825144,-0.2992737,5.3318601,215.4961853,52.8473282,-250.1374054
400,-0.6871324,0.0335187,4.7596488,208.1679382,65.8549652,-250.1374054
410,-1.8578910,0.0502780,3.9144998,206.1297760,76.2442780,-250.1374054
420,-3.7062054,0.0909792,2.7940190,205.2824402,74.9083939,-250.1374054
430,-5.0349803,0.3232156,1.4676381,200.4580078,62.9389305,-246.4961853
440,-5.8418221,0.8475431,0.2537841,188.7633514,47.9618340,-221.1908417
450,-6.0501165,1.5849534,-0.5626345,170.9084015,36.9236641,-195.4809113
460,-6.0932121,2.2194135,-1.0630201,147.0000000,33.5114517,-168.8778687
470,-5.7915444,2.7054341,-1.5274929,117.6488571,38.6335869,-141.3664093
480,-4.9823084,3.1842721,-1.6519908,83.5419846,51.7786255,-116.5343475
490,-4.2448978,3.3734128,-1.2018831,49.5419846,66.3740463,-96.0152664
500,-3.4619980,3.4308734,0.0790083,21.5954189,81.9694672,-80.5725174
510,-3.1076579,3.2896163,1.7262106,5.7099237,96.7709961,-70.0839691
520,-2.9951310,3.1268115,3.0094962,0.4274809,102.9236679,-62.1526718
530,-2.9783716,2.9496415,4.1299767,4.2595420,100.5877838,-58.5877876
540,-3.1699069,2.5785420,5.2384863,18.4885502,88.2061081,-58.6106873
550,-3.5984666,2.2792683,5.7771792,40.7709923,68.1832047,-59.8320618
560,-4.2233500,1.8435259,5.4874821,66.8015289,44.4885483,-60.5954208
570,-5.0517397,1.6328372,4.4388270,91.8549652,16.9618320,-59.6030540
580,-5.5904322,1.3455344,3.1315999,113.5496216,-13.9007635,-58.2290077
590,-6.2296810,1.3503228,1.6184721,129.4809113,-39.9007645,-55.6641235
600,-7.2735476,1.0845678,0.1149211,138.8702240,-59.8015251,-51.5725174
610,-8.2599535,0.3854645,-1.4796091,140.7557220,-75.2213745,-44.1068687
620,-9.4331064,-0.4812321,-2.9496415,133.9160309,-86.5648880,-32.3358765
630,-10.1322098,-1.8195840,-3.8953462,119.2748108,-95.7404556,-19.5648861
640,-11.0827026,-3.0501974,-3.5362179,99.9312973,-110.1832047,-5.1068702
650,-11.7219515,-4.2137733,-2.6288199,83.2748108,-117.2824402,15.7709923
660,-12.5934362,-5.2720051,-1.3598996,64.0381699,-105.5190811,45.5190849
670,-14.0323448,-6.2272868,-0.0263361,46.1068687,-74.3206100,88.1221390
680,-15.3946381,-7.2017217,1.0678085,31.4961834,-28.8931293,144.6946564
690,-16.7736912,-8.4802189,1.2377959,22.1526718,15.7022905,213.6335907
700,-17.1471844,-10.0651722,0.9193687,19.1908398,41.4198456,250.1297760
710,-16.1751442,-11.4873209,0.2777260,18.4809170,50.4885483,250.1297760
720,-13.6325150,-13.0459385,-0.7134684,15.8320608,57.2671738,250.1297760
730,-10.6637201,-14.8966465,-2.2960277,4.1145039,67.7480927,250.1297760
740,-7.7715387,-17.1328201,-3.7445123,-16.5114498,78.4961853,250.1297760
750,-4.1587071,-19.4647598,-4.4388270,-49.7251892,92.6335907,250.1297760
760,-0.5195391,-19.6131992,-4.7237358,-93.0534363,117.1297684,250.1297760
770,4.0246325,-19.6131992,-4.1850433,-144.6946564,148.3969421,250.1297760
780,8.9015961,-19.6131992,-2.0254843,-195.8702240,164.8854980,250.1297760
790,15.0570574,-19.6131992,0.6512195,-239.7862549,178.5038147,250.1297760
800,19.6126022,-19.6131992,4.1515245,-250.1374054,200.5648804,250.1297760
810,19.6126022,-19.6131992,8.1115141,-250.1374054,205.6412201,250.1297760
820,19.6126022,-19.0218353,13.8312321,-250.1374054,163.2900696,250.1297760
830,19.6126022,-15.1288834,19.6126022,-250.1374054,117.1679382,250.1297760
840,19.6126022,-8.9494801,19.6126022,-226.0915985,136.3740387,250.1297760
850,19.6126022,-4.2377152,19.6126022,-197.8702240,193.2977142,250.1297760
860,19.6126022,-0.8906385,19.6126022,-174.7786255,188.0229034,224.2290039
870,19.6126022,-1.1132981,19.6126022,-142.5725250,118.8778610,135.4351196
880,19.6126022,-1.8531027,19.6126022,-95.1679382,38.6641235,103.9694672
890,19.6126022,0.0143651,19.6126022,-44.6335869,-3.7557251,96.7633591
900,19.6126022,1.8602852,19.6126022,-6.2290077,-3.4580152,94.5038147
910,19.6126022,3.2177906,18.0928898,13.1068707,30.6335869,82.6030502
920,19.6126022,4.3119354,14.4920292,16.3511448,73.6641235,65.2977066
930,19.6126022,4.4795284,10.7738523,8.3282442,104.7786255,47.7404594
940,19.0936604,4.2999644,8.2934723,-5.5572519,118.2671738,30.4122143
950,17.6044750,4.0557570,6.6941538,-23.1374054,118.3358765,14.1145039
