timestamp,acclX,acclY,acclZ,gyroX,gyroY,gyroZ
0,2.8012016,-0.0957676,10.0555954,-3.2671757,-0.8167939,-1.8244275
10,2.8514795,0.0550664,9.7802639,-1.4656489,0.8473282,5.2824426
20,2.8083842,0.0861908,9.6988611,-1.7862595,2.0687022,7.8931298
30,2.8083842,0.1364688,9.5911226,-1.9312977,2.3816793,10.8244276
40,2.8131726,0.2011119,9.5049324,-2.0229008,2.0610688,13.6717558
50,2.9256995,0.3351865,9.5671806,-2.5343511,1.0610687,16.4274807
60,3.0813217,0.4548960,9.5959110,-2.7022901,0.1908397,18.1221371
70,3.5841017,0.4620786,9.8544836,0.3587786,-6.2977099,16.1679382
80,3.6367738,0.4189832,9.9358864,1.1221374,-5.7404580,14.7099237
90,3.7229645,0.3184272,9.9885588,3.5648854,-4.6335878,11.3206110
100,3.5721307,0.3447633,9.8616667,6.0305343,-2.0610688,9.3282442
110,3.5242469,0.2657550,9.8449068,6.8091602,-0.7175573,8.9770994
120,3.5577655,0.3088504,9.9119444,7.8015265,1.0839695,8.2519083
130,3.5434003,0.2801202,9.7347746,8.5954199,2.3893130,7.6641221
140,3.4955165,0.2226596,9.5432396,9.0687027,3.1679389,7.1374044
150,3.4045374,0.3016679,9.3421268,8.6793890,2.6412213,6.8320613
160,3.2800395,0.2513899,9.1769285,7.3740458,1.4427481,6.6793895
170,3.1938488,0.3591284,8.9710283,5.5572519,-1.7633588,7.0381680
180,3.3015873,0.3447633,8.7459745,3.5725191,-4.8320613,7.2595420
190,3.3470769,0.4141948,8.7699156,1.7251909,-8.2061071,6.7862597
200,4.3167233,0.5578461,8.7172441,-6.0763359,-28.1297703,-6.9389315
210,4.3454537,0.4788379,8.8321648,-7.7709923,-27.1984730,-9.3435116
220,4.1778607,0.3663110,8.8561068,-8.5877867,-27.3893127,-11.9847326
230,3.9049230,0.4118006,8.5999289,-9.8625956,-28.0381680,-13.2595415
240,3.7971845,0.5650287,8.3485384,-13.0687027,-29.4503822,-14.2900763
