timestamp,rxacclX,rxacclY,rxacclZ,rxgyroX,rxgyroY,rxgyroZ,txacclX,txacclY,txacclZ,txgyroX,txgyroY,txgyroZ
0,0.5291159,8.9686337,-7.6853480,-58.3511467,-166.5114441,-83.9694672,0.1364688,1.8961980,10.5344334,-1.9236641,-7.6259542,-2.5267177
10,-0.3112446,8.0420828,-7.5871863,-97.4885483,-125.5419846,-56.4351158,0.2944853,1.9033806,10.6182299,-3.2061069,-7.8167939,-1.2290076
20,-1.1659702,7.7906923,-7.5009956,-138.7862549,-74.2748108,-20.3816795,0.4716553,1.9297167,10.5464048,-3.8167939,-7.6183205,-0.2366412
30,-1.3263810,7.3214312,-6.6678176,-180.7175598,-19.5648861,14.8778629,0.6296718,1.8267666,10.4913378,-4.4961834,-7.0381680,-0.5572519
40,-1.6519908,6.3613615,-5.4539638,-223.5725250,26.1221371,49.1679382,0.6823440,1.8219782,10.3716288,-6.8778625,-5.5267177,-1.1221374
50,-1.6543850,5.6670465,-4.1658897,-250.1374054,59.0839691,79.5267181,0.7278336,1.6807210,10.3141680,-10.6564884,-3.7557251,-1.7557251
60,-1.5610116,4.8410511,-2.6958573,-250.1374054,80.5038147,108.4198456,0.7158626,1.4772149,10.4793673,-11.6030531,-5.0610685,-2.0916030
70,-0.2298422,3.4667864,-1.0414724,-250.1374054,87.8702316,131.9389343,0.6272776,1.4413021,10.5751352,-10.2290077,-7.3435116,-3.4198472
80,1.7908537,3.1962428,6.4499464,-250.1374054,56.6106873,142.0076294,0.7062859,1.4676381,10.8624372,-8.4503813,-8.0839691,-3.0152671
90,4.7333126,3.7828193,9.7802639,-250.1374054,-14.5877867,133.7557220,0.7374104,1.5179161,10.9079275,-6.7557254,-7.1526718,-3.1145039
100,9.3181858,4.7955613,14.8032732,-242.4656525,-93.0534363,107.8167953,0.6200951,1.5394639,10.9390516,-5.0305343,-5.8931298,-4.0916033
110,14.0514975,6.6151457,18.6507359,-148.7251892,-159.3587799,49.8244286,0.4357425,1.6208663,10.9725704,-3.1755726,-5.3816795,-4.0152674
120,17.6403885,7.7380204,19.6126022,-31.5038166,-167.6488495,-36.8473282,0.4333483,1.5562232,10.8480721,-0.9312977,-5.4503818,-2.9389312
130,17.9372673,7.3166428,18.8638191,85.3358765,-118.5038147,-136.5725250,0.4405309,1.5538290,10.6685085,0.9465649,-4.8244276,-2.3282442
140,13.6923695,6.1123657,13.6923695,176.1526642,-65.0534363,-218.1374054,0.5650287,1.5394639,10.6373835,2.6106870,-6.1908398,-1.2977099
150,8.6166878,5.1020179,8.6597834,233.6717529,-56.0992355,-250.1374054,0.7661406,1.4891858,10.5655584,3.5114503,-5.8625956,-1.8549619
160,4.9032998,4.1874375,4.7333126,250.1297760,-67.3053436,-250.1374054,0.8427547,1.5610116,10.6110477,4.0610685,-6.5648856,-2.2977099
170,1.9321109,3.4428444,1.5658000,250.1297760,-83.4656525,-250.1374054,0.9313397,1.5490406,10.5296450,4.4351144,-6.2137403,-2.6488550
180,-0.5769997,3.4045374,-0.4740495,250.1297760,-93.0916061,-250.1374054,0.9313397,1.6376256,10.6230183,4.2900763,-5.5877862,-3.7557251
190,-4.1299767,3.3901722,-2.4731977,250.1297760,-103.1832047,-250.1374054,0.9097920,1.6519908,10.5487986,3.7328243,-5.1145039,-4.3816795
200,-7.4890246,3.9312592,-5.0924411,250.1297760,-113.1755753,-250.1374054,0.8044477,1.6567791,10.5559816,2.7709923,-5.1679387,-4.9847326
210,-10.7187862,5.0254035,-7.7380204,233.7938995,-102.5725174,-250.1374054,0.8116302,1.6472024,10.3405046,1.8167939,-5.0839696,-4.8167939
220,-13.2757807,6.2344694,-10.0819321,201.2213745,-76.0000000,-198.6259613,0.7733232,1.6567791,10.3883877,0.8473282,-5.0610685,-4.8625956
230,-15.2677460,8.0708122,-11.3700056,160.8320618,-41.7633591,-125.3129807,0.7086801,1.6424140,10.4554253,0.2137405,-6.1526718,-5.2824426
240,-15.7801027,6.7061248,-13.0291786,114.7709961,-18.9160309,-56.1603050,0.7350162,1.6855093,10.5487986,-0.3282443,-6.8244276,-5.4274807
250,-16.8048153,7.0460997,-14.3818960,47.3664131,15.1679392,17.3358784,0.6919208,1.7405758,10.6421719,-0.1603053,-6.9541984,-5.7175574
260,-15.3084478,7.2280579,-14.7218714,-34.8778610,53.4503822,83.5343475,0.6799498,1.6950861,10.6828737,-0.0610687,-5.8625956,-5.5496182
270,-13.1129761,7.6853480,-13.9581242,-120.3816757,113.5801544,136.1068726,0.6153067,1.7046629,10.4961262,-0.3893130,-6.0763359,-5.3740458
280,-11.3388815,7.0125809,-11.3245163,-185.9236603,169.0229034,175.4732819,0.6153067,1.6807210,10.4195127,-1.1068702,-7.1603055,-5.6412215
290,-10.5344334,6.4020624,-8.6789370,-228.3358765,209.6106873,208.9389343,0.6512195,1.6855093,10.4171181,-2.0916030,-8.6030531,-5.3511453
300,-9.6916790,5.8466105,-6.5744443,-250.1374054,226.8854980,240.9236603,0.5578461,1.6448082,10.5416164,-3.0229008,-9.1450386,-4.5343513
310,-8.5735922,5.3055239,-2.1356170,-250.1374054,221.9694672,250.1297760,0.6823440,1.6663558,10.6278067,-3.5801528,-8.5877867,-4.5190840
320,-6.0189924,4.5274124,-2.5354466,-250.1374054,214.2213745,250.1297760,0.6512195,1.6495966,10.5607700,-3.4045801,-7.8931298,-4.5190840
330,-3.7014170,3.9767487,-1.9704180,-250.1374054,221.6106873,250.1297760,0.7014975,1.5849534,10.8121595,-2.8549619,-8.1450386,-4.0992365
340,-1.1204807,3.6607156,-1.6112895,-250.1374054,230.8778687,250.1297760,0.7398046,1.5418580,10.7044210,-2.1145039,-7.7862597,-5.0152674
350,0.6967092,3.5721307,-0.6368544,-250.1374054,249.8625946,250.1297760,0.6536137,1.5538290,10.7977943,-1.5419847,-6.5267177,-4.0229006
360,2.3917952,2.9400647,1.3790531,-250.1374054,250.1297760,250.1297760,0.6320660,1.5370697,10.8145542,-0.3511450,-5.2061067,-4.0763359
370,4.2712340,2.6024840,4.1299767,-250.1374054,235.0763397,250.1297760,0.7374104,1.5705882,10.6876621,0.6793893,-3.8015268,-4.0076337
380,7.7643566,2.6120608,8.9662399,-250.1374054,177.2061005,250.1297760,0.7206510,1.5370697,10.7594872,1.6488550,-3.0000000,-3.5572519
390,10.9079275,3.4811516,15.4161863,-224.6259613,81.4809189,206.4122162,0.7158626,1.5562232,10.6349897,2.1145039,-3.3587787,-3.3435113
400,12.4761209,4.1611013,19.6126022,-124.5954208,-45.1832047,143.5267181,0.7374104,1.5873476,10.5057030,1.4580153,-3.8473282,-2.9083970
410,14.6284971,4.2664456,19.6126022,-6.1755724,-166.0992432,84.0457993,0.7062859,1.6328372,10.3476868,-0.5648855,-5.2442746,-3.1679389
420,17.4344883,4.6423335,19.6126022,104.7022934,-245.6717529,25.2213745,0.7062859,1.6304430,10.2519188,-2.3435113,-6.8702292,-3.3206108
430,18.9404335,5.4994531,16.2086620,190.5801544,-250.1374054,-39.2061081,0.6919208,1.5945302,10.2519188,-4.0610685,-8.0076332,-3.5038168
440,19.2301292,5.8825235,10.5128860,247.1832123,-250.1374054,-108.5343475,0.6919208,1.6400198,10.4290895,-5.2977099,-8.3664122,-2.4809160
450,18.7034073,6.2105274,5.3318601,250.1297760,-250.1374054,-175.4809113,0.7182568,1.5514348,10.7068148,-5.2671757,-8.3282442,-2.4274809
460,16.2565460,6.0956063,1.1420283,250.1297760,-250.1374054,-235.0915985,0.7062859,1.5610116,10.7403336,-4.7328243,-8.3969469,-1.8854961
470,12.5072460,6.1171541,-1.3096216,235.9313049,-204.8015289,-250.1374054,0.7541697,1.4891858,10.6541433,-4.3511453,-8.2519083,-1.4580153
480,8.9279327,6.4714942,-2.3415172,195.4580078,-174.9084015,-250.1374054,0.8690908,1.5250987,10.6421719,-3.7633588,-6.5038166,-2.1908398
490,6.8378053,6.4283986,-2.4301023,156.5496216,-152.0915985,-250.1374054,0.8834559,1.6615674,10.6302013,-4.4656487,-4.6259542,-1.3358779
500,4.8673873,6.4403696,-1.8650736,129.6106873,-111.3893127,-250.1374054,1.0223188,1.9177457,10.2136126,-11.2137403,1.4045801,-1.3816794
510,2.6814921,6.2081332,-1.8746504,116.2061081,-65.1221390,-250.1374054,1.1085097,1.9464760,9.9837704,-21.6488552,10.4503813,-1.9160305
