timestamp,rxacclX,rxacclY,rxacclZ,rxgyroX,rxgyroY,rxgyroZ,txacclX,txacclY,txacclZ,txgyroX,txgyroY,txgyroZ
0,2.1667414,13.1010046,-4.4436154,234.7938995,-250.1374054,41.1603050,1.5394639,4.7476778,10.1609402,17.1221371,-6.1679387,-10.7557249
10,-1.8578910,15.1552191,-6.6414814,194.7404633,-250.1374054,37.7099228,1.5179161,4.6806402,10.1992474,17.5877857,-6.7328243,-11.5114508
20,-2.8155668,15.2964764,-6.6989422,143.9694672,-246.8396912,60.8320618,1.5250987,4.7189474,10.1753054,18.6106873,-6.9770994,-11.9236641
30,-2.6455793,13.6396971,-3.6367738,106.6488571,-250.1374054,75.9312973,1.5729824,4.6255741,10.2686787,20.3206100,-6.9923663,-11.9312973
40,-2.4971397,12.6317434,0.7924767,106.2366409,-250.1374054,83.4274826,1.6543850,4.7165532,10.2662840,21.8167934,-6.2519083,-12.9007635
50,-3.6846576,11.4394369,2.4301023,132.2900696,-250.1374054,103.4885483,1.8267666,4.7668314,10.2255831,22.9618320,-4.9465647,-13.9007635
60,-5.9064655,10.4985209,2.0206959,172.1068726,-229.1832123,141.1221313,1.9009864,4.9535780,10.2878323,23.9923668,-4.4656487,-15.3664122
70,-5.2217274,11.0036945,-0.0598547,217.1755676,-215.5114441,179.5877838,1.7908537,4.9942794,10.6182299,25.3664131,-4.2366414,-17.7404575
80,-3.4356618,10.4051476,-3.2489152,250.1297760,-226.5572510,200.5648804,1.7836711,5.0996237,10.7499104,27.1908398,-4.4656487,-19.7786255
90,-2.9711890,9.6844959,-6.6678176,250.1297760,-240.4198456,207.6259613,1.6831152,5.2839761,11.1114330,29.4656487,-4.9236641,-21.6870232
100,-2.6743097,9.8975792,-8.7986460,250.1297760,-235.4503784,215.2595367,1.6519908,5.4443870,11.2933912,32.4045792,-5.4351144,-23.1374054
110,-1.6472024,10.1250277,-10.1441803,232.4809113,-215.8320618,219.8244324,1.3646880,5.5904322,11.3843708,34.9923668,-5.8473282,-22.6030540
120,-1.0175306,9.2104464,-11.1664991,200.4580078,-188.8854980,217.7938995,1.1109039,5.6287394,11.6309719,36.8931313,-4.2595420,-23.1068707
130,-2.4205256,8.7387915,-10.5487986,163.9923706,-149.9084015,221.1374054,1.0318956,5.3845320,11.9326401,35.8473282,2.0152671,-23.1221371
140,-4.0102673,8.3006544,-8.4682484,139.0229034,-121.7557220,233.5648804,0.5650287,5.3462253,12.8998928,31.9847336,14.6412210,-24.0229015
150,-3.8450682,7.9367380,-6.8832946,133.4656525,-104.7328262,247.7099304,0.1795642,5.2791877,14.4249916,27.6946564,28.5725193,-24.1679382
160,-3.3973548,7.1897511,-5.9806852,140.2595367,-91.1832047,250.1297760,-0.3064562,5.0301919,16.5366669,29.0381680,36.8854980,-21.4198475
170,-3.0166788,6.5313487,-6.0980005,149.1755676,-74.3969498,250.1297760,-0.4405309,4.9942794,18.2054157,42.3969460,41.8396950,-17.7557259
180,-2.8490853,5.8561873,-7.7499914,145.4656525,-45.4045792,250.1297760,-1.3191984,4.6973996,19.2756195,65.8320618,35.8854980,-11.9083967
190,-2.1978660,5.8490047,-8.7148495,131.2519073,-13.1145039,250.1297760,-1.7884595,4.3885493,19.0888729,97.2900772,25.0305347,-2.1221373
200,-2.1499822,5.7723908,-9.4067707,110.6564865,10.8473282,250.1297760,-1.7525467,4.3717899,17.4919491,129.9084015,5.4809160,7.3129773
210,-3.0597742,5.7005649,-9.1481981,90.9007645,19.2366409,250.1297760,-0.8475431,4.6806402,14.8703108,155.5725250,-14.9312973,12.8167934
220,-3.9432299,5.2097564,-9.2032642,75.2824402,6.7709923,250.1297760,-0.1987177,4.8721757,12.0284081,169.9770966,-33.3358765,14.1145039
230,-2.4229198,4.1778607,-8.3317795,66.2366409,-19.5114498,250.1297760,0.2920911,5.3558016,8.9518747,173.6335907,-47.3816795,11.3206110
240,0.7158626,2.9807658,-6.4283986,67.2290039,-32.7480927,250.1297760,0.5650287,6.0908179,6.0980005,167.1450348,-51.8320618,9.0534353
250,4.3670015,1.5538290,-5.4707227,69.8015289,-31.5267181,250.1297760,0.7589580,6.5792327,3.7109938,149.9084015,-43.5267181,9.2061071
260,7.5105724,-0.5243275,-5.2743993,60.7328262,-12.5954199,250.1297760,0.5698171,6.7875271,2.2649033,124.2137375,-33.9465637,11.2977095
270,9.6054878,-3.0741394,-4.9416070,32.7633591,23.6335869,250.1297760,-0.0766141,6.7659793,2.3319404,98.3435135,-35.7557259,14.6564884
280,10.5607700,-6.7109132,-3.1507533,-7.3129773,59.7557259,240.1755676,-0.2705434,6.7947097,3.3063757,79.7557220,-45.8244286,20.4503822
290,13.0435438,-11.2670555,-0.8188128,-47.0534363,95.9694672,184.8091583,-0.0191535,6.5552907,4.0318151,70.1297684,-55.7480927,25.9083977
300,15.7968616,-18.6339760,0.4908088,-93.6412201,144.2442780,119.2519073,0.7469871,6.1003947,4.1443419,66.5114517,-61.9465637,28.5572510
310,16.8550930,-19.6131992,1.8076130,-143.2824402,211.4351196,70.3282471,1.3383518,5.7197185,4.1371593,65.2442780,-60.6641235,28.5572510
320,15.4233685,-19.6131992,4.3717899,-181.1908417,250.1297760,66.9542007,1.8171898,5.4132624,3.8259149,64.5877838,-55.4656487,26.5419846
330,13.6349087,-19.6131992,6.0501165,-208.3664093,250.1297760,104.4198456,2.1643472,5.2839761,3.5386121,63.9771004,-46.5954208,24.2671757
340,13.4170380,-15.7178535,11.9110928,-209.7175598,250.1297760,168.7557220,2.2337787,5.2313042,3.6104376,62.1908379,-38.0076332,24.4656487
350,16.4959660,-4.5896611,19.6126022,-150.4732819,166.2442780,218.5343475,2.3463056,5.1738434,3.4572096,60.2595406,-31.4274807,26.1679382
360,19.6126022,4.7428894,19.6126022,-30.4732819,0.9847328,216.3129730,2.5689652,5.0086441,3.2225790,59.1221390,-24.9160309,26.9541988
370,19.6126022,8.6023226,19.6126022,135.3053436,-111.2137375,102.7175598,2.9113343,4.7907729,3.0047078,58.0458031,-18.0076332,26.8854961
380,19.6126022,7.1801744,12.6413202,246.2824402,-163.5038147,-95.1908417,3.1675127,4.6447277,2.6120608,54.9389305,-10.0687027,24.8854961
390,19.6126022,1.7645177,-1.6639616,229.4885559,-110.4198456,-250.1374054,3.2082138,4.6016321,2.2026544,47.9847336,-3.3435113,22.0839691
400,19.6126022,-7.5584559,-10.6685085,115.7251892,17.1450386,-250.1374054,3.3662305,4.7021880,2.0278785,37.7328262,0.4885496,15.9770994
410,19.6126022,-17.6858768,-12.8663740,-23.7557259,158.8396912,-250.1374054,3.2728570,4.6854286,2.0877333,25.5572510,2.7099237,9.2442751
420,14.3699255,-19.6131992,-9.0308828,-109.7251892,235.6030579,-250.1374054,3.0717452,4.9679432,1.4436963,12.4198475,17.0305347,3.8167939
430,7.1825686,-19.6131992,-2.8538737,-116.4351120,226.7786255,-250.1374054,2.1691356,4.8554163,2.3271523,-4.3969464,9.0305347,0.5877863
440,4.6758518,-19.6131992,1.3024391,-57.0228996,169.1374054,-250.1374054,2.1308286,4.9056940,2.6862805,-23.0076332,-7.6412215,-3.0687022
450,5.6335278,-16.9125538,2.0135133,24.6030540,116.8015289,-250.1374054,2.1763182,5.0110383,3.0621684,-41.0763359,-24.9694653,-8.5725193
460,5.8202744,-12.2438850,-1.2569494,86.0534363,101.0076370,-250.1374054,2.3774302,5.1187773,3.5673423,-57.2442741,-35.9618340,-12.4351149
470,4.0964580,-5.7963328,-5.8274570,111.5572510,102.9465637,-250.1374054,2.5426292,5.3486195,4.2065907,-68.8549652,-40.9389305,-14.8396950
480,2.9304879,1.2976507,-9.4019823,112.5725174,103.9923630,-250.1374054,2.4324965,5.5210009,4.9966736,-76.9542007,-44.4809151,-17.7633591
490,3.7109938,7.1083484,-11.6884327,103.8854980,92.0534363,-250.1374054,2.6288199,6.1171541,5.1259594,-82.5343475,-46.1374054,-20.2366409
500,4.2975702,9.4474716,-14.2669754,84.1450348,88.8473282,-241.9694672,2.2074428,6.1650376,5.6454988,-89.0839691,-51.7099228,-23.3053436
510,5.7316895,11.4202833,-16.5941277,47.4351158,96.2519073,-215.3969421,2.6383967,6.3589673,6.3853035,-89.6870193,-52.1603050,-23.5801525
520,6.4355812,14.4249916,-16.7114429,3.0534351,110.7404556,-201.0992432,3.1052637,7.0844064,6.6271162,-90.0152664,-49.4045792,-32.4198456
530,4.9392128,16.3547077,-14.4441452,-30.6641216,113.0839691,-188.8702240,2.5593886,7.2160869,6.8880830,-89.4045792,-46.4580154,-35.7862587
540,4.3071470,17.4225159,-10.7355452,-39.3740463,98.0457993,-167.8931274,2.1404054,7.9702568,7.0652533,-90.7175598,-42.0076332,-34.1603050
550,4.3909435,18.1288033,-7.7667508,-22.9160309,69.7175598,-153.2213745,1.7645177,8.2264347,7.6901364,-90.5419846,-36.1374054,-31.0458012
560,5.0900469,16.9556503,-6.0740585,4.4885497,37.3206100,-146.8244324,1.6495966,8.2910776,8.2886839,-88.3816757,-30.8549614,-28.5343513
570,5.8322453,15.8303804,-5.4587522,32.0992355,4.9847326,-150.1450348,1.5969244,8.3844519,8.9686337,-84.4427490,-22.3358784,-26.5114498
580,5.3222833,14.3675308,-5.3151007,51.9389305,-31.8473282,-162.7862549,1.2114599,8.5233145,9.8401184,-78.6488571,-12.0152674,-23.7175579
590,3.5817075,11.8464499,-4.6327567,61.8854980,-70.1526718,-174.7099304,0.8571198,8.4275465,10.4841557,-72.2213745,-2.0687022,-18.7862587
600,1.9368993,10.0077124,-3.7038112,63.6183205,-97.1145020,-174.5954132,0.7302278,8.4155760,11.3149395,-63.5801544,6.2748094,-13.1068707
610,1.0055596,8.4275465,-1.9249283,60.9007645,-97.1908417,-163.6030579,0.6871324,8.2623482,11.9805241,-53.1755714,13.2290077,-8.3358774
620,1.3024391,6.6654234,0.2681492,66.2748108,-75.9694672,-146.4885559,0.8116302,8.0732069,12.4449968,-41.2137413,17.7404575,-5.6870227
630,1.5059452,4.8075323,0.3998296,74.9542007,-63.5877876,-133.4045868,0.7805058,7.8218169,12.7801828,-26.3893127,21.2290077,-5.0000000
640,0.8619082,3.9695661,0.5243275,82.5343475,-55.3740463,-126.3129807,0.7278336,7.5153608,12.8639803,-11.0992365,23.9007626,-5.0229006
650,0.3280039,4.0198441,0.9337339,87.4351120,-48.1526718,-119.1450348,0.5315101,7.2903070,12.7275114,4.0381680,24.6793900,-4.6259542
660,0.2466015,3.6056492,1.2162483,91.8625946,-39.0458031,-113.4503784,0.5985473,6.9599090,12.5766773,18.8931293,25.4198475,-3.9541984
670,0.5937590,2.6743097,1.3503228,96.1450348,-28.1603050,-113.2137375,0.7110743,6.9263902,11.7842007,31.8396950,25.9007626,-3.2595420
680,0.2801202,1.5921360,1.5658000,102.0992355,-14.1526718,-114.5877838,0.8236012,6.6821828,11.0731258,41.5114517,25.8091602,-2.1603053
690,-1.1947005,1.0893562,1.4006008,109.6259537,-2.2290077,-108.0076370,1.0965388,6.6271162,10.2902260,48.2824440,27.0916023,-1.3893130
700,-1.9416877,1.1970947,0.8212070,115.2061081,-0.6870229,-93.6335907,1.2138541,6.4882536,9.9502516,53.4656487,29.1145039,0.1450382
710,-1.9847831,0.7565638,0.0574605,118.6641235,-6.0076337,-79.9618301,1.4724265,6.4475522,9.0141230,59.1526718,34.9083977,1.6106870
720,-1.9416877,0.0790083,-0.8834559,118.3206100,-10.6946564,-69.0763321,1.5227045,6.4379754,8.3820572,65.7557220,50.5419846,5.9694657
730,-2.3391230,-0.2968795,-2.0829449,112.6717529,-15.8396950,-53.9771004,1.2832855,6.0333576,8.1450329,68.0229034,53.0000000,10.2824430
740,-2.2265961,-0.0071826,-2.8012016,99.4503784,-22.7328243,-33.8625946,1.3287752,6.0860295,8.1617918,66.0992355,43.3206100,10.5038166
750,-1.1779412,0.7398046,-3.3614421,80.8854980,-17.2519093,-16.7404575,1.7621235,5.9830794,7.2567883,60.7938919,32.5877876,8.1526718
760,0.8140244,1.9752063,-5.0661049,29.3740463,0.9236641,-20.9007626,1.7405758,6.0285692,6.6678176,51.2366409,23.8854961,4.8854961
770,-0.2537841,3.6271970,-7.2974896,-36.9312973,2.3893130,-31.9389305,1.6639616,5.8849177,6.6582408,49.0152664,21.2442741,3.3053436
780,-0.6560079,5.0062504,-8.0947542,-72.6870193,6.0687022,-38.4809151,1.8842272,5.6407104,6.3781209,48.0534363,18.5267181,1.8702290
790,-1.7884595,5.9735026,-7.4650826,-101.5954208,17.5496178,-40.9160309,1.9129574,5.5329719,6.3398137,47.9083977,17.7862587,-0.3053435
800,-2.7245877,6.9431496,-6.1219425,-114.6870193,33.2213745,-29.1755733,1.9249283,5.2959471,6.3685441,47.8015251,19.7404575,-3.5648854
810,-3.4835455,8.5759869,-5.9304070,-112.5496216,40.1679382,-13.3740454,1.8483143,5.3462253,6.2847471,47.3129768,21.8091602,-6.1450381
820,-3.9719603,10.0125008,-5.7508430,-99.6412201,34.7709923,1.8091604,1.7501525,5.4036856,6.2703824,46.9541969,23.5877857,-7.9694657
830,-2.7078283,10.2591019,-4.9559722,-75.7328262,17.6259537,8.0916033,1.6184721,5.6359220,6.3422079,45.8091621,25.7633591,-8.7099237
840,-2.5043221,12.2103662,-4.5322008,-42.5648842,4.9236641,7.6259542,1.5322813,5.7723908,6.3158717,44.3511467,27.6183205,-8.6183205
850,-2.5737536,14.4465389,-4.8841467,-5.1450381,-2.2137403,10.0305347,1.4221486,5.8729467,6.2224984,42.3435097,28.5114498,-8.8091602
860,-3.2704628,15.4880114,-6.0836353,23.5877857,-4.5572519,20.1984730,1.2401901,5.9878678,6.3182659,40.0076332,25.6259537,-10.6335878
870,-3.3686244,15.5933561,-7.8074517,37.9160309,-5.4809160,37.1145020,1.0917504,6.1937680,6.4355812,37.0610695,20.5801525,-14.1603050
880,-2.3798244,14.4561157,-8.8010406,35.8396950,-8.7938929,51.1984749,1.0558375,6.5576849,6.5576849,33.7251892,15.0000000,-18.5343513
890,-0.9002152,12.3995075,-7.8864598,26.0610695,-22.4503822,52.9236641,0.9576758,6.9934273,6.7204900,29.8473282,10.7938929,-22.0076332
900,-0.6655847,11.6381550,-6.2296810,24.3893127,-33.7022896,50.2748108,0.6536137,7.4435349,7.1442614,26.9007626,5.5343513,-24.4351139
910,-0.8882443,10.7546988,-4.7572546,31.2824421,-47.8702278,53.3129768,0.3950413,7.6829538,7.6159167,25.4809170,0.7480916,-24.8473282
920,-0.6584021,9.4115591,-3.3135581,42.9694672,-60.2290077,56.3969460,0.2035061,8.0564480,7.9343438,25.3282452,-1.7786260,-24.3664131
930,-0.1699875,8.3245964,-2.2672975,59.8091621,-64.4580154,55.9312973,0.1292862,8.1809454,8.1258793,26.2824421,-0.7099237,-24.3969460
940,-0.2681492,7.1993275,-2.3319404,79.0457993,-59.9694672,58.7786255,0.0071826,8.3437500,8.4012108,29.2824421,4.5190840,-22.8167934
950,-0.3974355,6.4236102,-3.1411765,95.5954208,-52.2137413,66.9007645,-0.0598547,8.4610653,8.6430235,33.5419846,11.4809160,-21.6488552
960,-0.3974355,5.8537931,-4.6830344,103.0457993,-41.1374054,76.3129807,-0.0957676,8.6142941,8.9159613,40.3282433,17.3435116,-20.0610695
970,-0.5434810,5.8370337,-6.0405402,100.4885483,-30.8549614,82.4809189,-0.2082945,8.8848372,8.9375095,46.2671738,20.4274807,-19.9389305
980,-1.4436963,5.4659348,-7.2519999,93.1679382,-27.9160309,88.3587799,-0.3112446,9.1529865,8.4443064,50.0534363,21.5801525,-16.9007626
990,-2.3103929,5.4252334,-7.7475972,84.6106873,-34.8396950,97.7022934,-0.3998296,9.0739784,8.1258793,50.7480927,20.7175579,-12.3358774
1000,-2.8227494,5.5042415,-7.9295554,77.9389343,-40.0610695,110.2290039,-0.3687052,9.3277617,7.6207051,48.9007645,19.4503822,-6.8854961
1010,-3.2393384,5.2624283,-8.0109577,74.5572510,-41.7175560,121.1145020,-0.2274480,9.1505919,7.3908629,45.1450386,17.4198475,-0.9160305
1020,-3.8881636,5.0254035,-8.1498213,74.9236679,-40.5877876,133.1603088,-0.1125269,8.9566631,7.1490498,42.2137413,15.2748089,4.7328243
