timestamp,rxacclX,rxacclY,rxacclZ,rxgyroX,rxgyroY,rxgyroZ,txacclX,txacclY,txacclZ,txgyroX,txgyroY,txgyroZ
0,-0.0598547,-0.1963235,9.9694052,-0.6946565,-0.1374046,0.2824427,-1.7142396,0.9744351,10.4219065,0.3206107,-3.7022901,-2.2900763
10,0.1149211,-0.1699875,9.7347746,-0.7557252,0.0381679,0.0763359,-1.8147956,1.0223188,10.4554253,0.3282443,-3.6335878,-2.1984732
20,0.0119709,-0.2537841,9.9239149,-0.7557252,0.0076336,0.2061069,-1.7022687,0.9911944,10.5009146,0.2748092,-3.6717558,-1.6106870
30,0.0861908,-0.2035061,9.9215212,-0.8396947,0.0992366,0.4503817,-1.7717001,1.0007712,10.3500814,0.5038168,-3.6412213,-2.6259542
40,-0.0383070,-0.1819584,9.8927908,-0.7709923,-0.0534351,0.2977099,-1.7429699,0.9528874,10.2854376,0.4656489,-3.5267177,-3.4503818
50,0.0095768,-0.1747758,9.9263096,-0.6412213,-0.0687023,0.2213740,-1.7381816,1.0007712,10.3141680,-0.3969466,-4.0458016,-2.1450381
60,0.0718257,-0.1556223,9.9574337,-0.4732825,-0.4274809,-0.4961832,-1.8195840,1.0127422,10.4362717,-0.3511450,-4.0687022,-1.9465649
70,0.0981618,-0.1939293,9.8784256,-0.4656489,0.0305344,-1.6335878,-1.7621235,0.9983770,10.5296450,-0.4656489,-4.0152674,-2.7938931
80,0.0000000,-0.2130829,9.8616667,-0.9770992,0.1450382,-2.0458016,-1.7309990,0.9911944,10.4099360,-0.3664122,-4.0916033,-2.3893130
90,-0.1628049,-0.1819584,9.9382801,-0.8167939,0.0076336,-1.1221374,-1.8076130,0.9073978,10.5080976,-0.2061069,-3.6488550,-2.5877862
100,-0.0287303,-0.1915352,10.0029240,-0.7633588,-0.6335878,0.4656489,-1.6663558,0.9816177,10.5535870,0.1603053,-3.4045801,-3.0916030
110,0.0383070,-0.2705434,10.0029240,-0.2900763,-0.0076336,0.3511450,-1.7980363,1.0390782,10.4147243,0.3129771,-2.6564887,-2.5648854
120,0.0023942,-0.1628049,9.8281479,-0.7480916,-0.0152672,0.1297710,-1.8004304,0.9864060,10.4578199,-0.1145038,-2.6259542,-2.7175572
130,0.0502780,-0.1651991,9.8951855,-0.7786260,-0.3129771,0.0534351,-1.8195840,0.9289455,10.3812056,-0.3740458,-2.8854961,-2.4198472
140,-0.0287303,-0.2418131,9.8832140,-0.8320611,-0.3358779,-0.0229008,-1.7525467,0.9576758,10.5033092,-0.3893130,-2.9160306,-2.8015268
150,0.0311245,-0.1963235,10.0364418,-0.6870229,-0.1526718,0.4122137,-1.8052188,0.9864060,10.4099360,0.3206107,-3.1450381,-3.3282442
160,-0.0071826,-0.2298422,10.0484133,-0.7480916,0.3664122,0.5954198,-1.7453641,0.9193687,10.4338779,0.4656489,-3.1984732,-2.4885497
170,-0.0143651,-0.1987177,9.9239149,-0.7251908,-0.1526718,0.2824427,-1.7717001,0.9576758,10.3788109,0.3511450,-3.0916030,-2.1068702
180,0.0526722,-0.1939293,10.0053177,-0.7251908,-0.0687023,0.1908397,-1.7525467,0.9720409,10.4482431,0.3587786,-2.9160306,-2.5725191
190,-0.0023942,-0.1412572,9.9789820,-0.9007633,-0.2748092,0.3740458,-1.7788827,0.9983770,10.4290895,0.5190840,-2.8167939,-2.7099237
200,-0.0071826,-0.1843526,9.8808203,-0.6946565,-0.3587786,0.0763359,-1.8554969,0.9983770,10.4650021,0.2824427,-2.9847329,-2.5038168
210,-0.0023942,-0.2035061,9.8999729,-0.7786260,-0.4732825,0.1984733,-1.7621235,0.9600700,10.3812056,0.0839695,-3.2900763,-2.3664122
220,-0.0598547,-0.1436514,9.9119444,-0.8091603,0.0076336,0.1374046,-1.7309990,0.9840119,10.3764172,-0.2519084,-3.5038168,-2.2748091
